Day,MSE_mu,Accuracy
Day 0,0.019257186590392755,0.8
Day 1,0.012657000327789037,0.72
Day 2,0.00828216278788149,0.82
Day 3,0.01087281595766893,0.8
Day 4,0.009549605331687517,0.8
Day 5,0.007871217612347495,0.8
Day 6,0.01038579342019754,0.82
Day 7,0.006473576602128846,0.78
Day 8,0.006118524248496456,0.9
Day 9,0.007207681209211121,0.8
Day 10,0.007640369537377961,0.78
Day 11,0.006545795823138483,0.78
Day 12,0.005546140333726419,0.96
Day 13,0.0048974087763880335,0.84
Day 14,0.004456593477011398,0.88
Day 15,0.004688006603295594,0.92
Day 16,0.00395571760257232,0.86
Day 17,0.004729732303388226,0.88
Day 18,0.004591806494250469,0.92
Day 19,0.0044477384601167525,0.72
