Day,MSE_mu,Accuracy
Day 0,0.022111988571008205,0.74
Day 1,0.009291415819745885,0.84
Day 2,0.007834037381295183,0.8
Day 3,0.0057480777348135415,0.78
Day 4,0.007183502050671368,0.92
Day 5,0.004743413377203721,0.88
Day 6,0.006532274599261739,0.86
Day 7,0.007019736784700184,0.74
Day 8,0.005713438434133858,0.72
Day 9,0.006271668989694889,0.78
Day 10,0.006702472223067578,0.8
Day 11,0.004875681014706938,0.92
Day 12,0.006040158365337339,0.84
Day 13,0.006213588971701225,0.78
Day 14,0.003732630028508435,0.92
Day 15,0.002579687723559441,0.86
Day 16,0.004354511207963795,0.78
Day 17,0.003012179299874598,0.84
Day 18,0.004114787967367824,0.8
Day 19,0.0038004418451684915,0.82
