Day,MSE_mu,Accuracy
Day 0,0.030645844204711538,0.74
Day 1,0.018536941903633006,0.76
Day 2,0.013251721120832791,0.7
Day 3,0.011500068360073081,0.68
Day 4,0.01037005450160556,0.8
Day 5,0.01069409001073852,0.84
Day 6,0.008588475447927414,0.92
Day 7,0.008178908265699536,0.88
Day 8,0.011959205794694608,0.82
Day 9,0.007984292108899026,0.76
Day 10,0.004774418582727417,0.82
Day 11,0.008672133414631885,0.8
Day 12,0.008652961769048319,0.84
Day 13,0.006260663047811269,0.76
Day 14,0.006268353679911978,0.82
Day 15,0.0060009460933972344,0.9
Day 16,0.009354499291739758,0.72
Day 17,0.007025654657838749,0.82
Day 18,0.004039286452640217,0.78
Day 19,0.003644032864513075,0.88
