Day,MSE_mu,Accuracy
Day 0,0.03226126229881703,0.74
Day 1,0.012700034338311416,0.78
Day 2,0.015279198746387477,0.7
Day 3,0.009364196418599828,0.84
Day 4,0.01221361297208551,0.84
Day 5,0.007714291765131543,0.82
Day 6,0.012003605522525525,0.7
Day 7,0.007657011356436252,0.88
Day 8,0.005216556299228489,0.94
Day 9,0.00771891945444749,0.9
Day 10,0.0074767354739902325,0.72
Day 11,0.007626318394279479,0.8
Day 12,0.007342555603047666,0.92
Day 13,0.0075777359160777045,0.8
Day 14,0.007093090766661072,0.68
Day 15,0.007164202379257082,0.88
Day 16,0.0050350467869176765,0.78
Day 17,0.005816128203807603,0.9
Day 18,0.003639515781788037,0.84
Day 19,0.0070329207546833885,0.74
