Day,MSE_mu,Accuracy
Day 0,0.01817033410957086,0.84
Day 1,0.013411472978376847,0.74
Day 2,0.012808122951030659,0.8
Day 3,0.01345466969400128,0.72
Day 4,0.01119270192718216,0.82
Day 5,0.00711227149222309,0.82
Day 6,0.008062146972147511,0.76
Day 7,0.011861536854997964,0.84
Day 8,0.012813327400048336,0.74
Day 9,0.007064528501166661,0.84
Day 10,0.009084553209708468,0.88
Day 11,0.00875553193265709,0.76
Day 12,0.007486110547259344,0.82
Day 13,0.007717934228531163,0.78
Day 14,0.00520806024771079,0.78
Day 15,0.005919344565513501,0.9
Day 16,0.006698087987894763,0.74
Day 17,0.007759538667069966,0.76
Day 18,0.007806677343344369,0.88
Day 19,0.0054256680994215,0.78
