Day,MSE_mu,Accuracy
Day 0,0.029891145484810228,0.78
Day 1,0.017173551651569127,0.76
Day 2,0.011857119225282943,0.86
Day 3,0.013603374700875007,0.72
Day 4,0.012788446470423081,0.86
Day 5,0.008244883070039451,0.88
Day 6,0.008150188575238254,0.88
Day 7,0.009490786127825059,0.82
Day 8,0.009468991474763875,0.8
Day 9,0.009053124572553273,0.72
Day 10,0.007840214110229895,0.88
Day 11,0.005005287423133843,0.76
Day 12,0.004518762458540884,0.84
Day 13,0.005380059475769712,0.74
Day 14,0.008152010442195013,0.84
Day 15,0.0039120453101791075,0.9
Day 16,0.0064845110544267115,0.92
Day 17,0.006287012153049198,0.8
Day 18,0.0051959801946250125,0.76
Day 19,0.004569773591191912,0.92
