Day,MSE_mu,Accuracy
Day 0,0.03321422814509928,0.74
Day 1,0.012344861596071042,0.86
Day 2,0.014501914596616624,0.72
Day 3,0.010619273216658833,0.9
Day 4,0.007532401067044007,0.86
Day 5,0.008075151438871074,0.8
Day 6,0.008230831232312889,0.76
Day 7,0.006351217734803471,0.88
Day 8,0.006940326561776545,0.82
Day 9,0.008642032814167344,0.86
Day 10,0.006292208900301413,0.74
Day 11,0.005782394961914504,0.84
Day 12,0.006743905451253219,0.78
Day 13,0.006406071380662552,0.9
Day 14,0.004853973118872871,0.88
Day 15,0.005928308544092986,0.74
Day 16,0.0040870971170582655,0.78
Day 17,0.004106029468090573,0.82
Day 18,0.004754211586086707,0.76
Day 19,0.005616605839483308,0.84
