Day,MSE_mu,Accuracy
Day 0,0.031348876277316945,0.62
Day 1,0.028964445801976043,0.52
Day 2,0.02134079184930928,0.72
Day 3,0.013062282714729413,0.72
Day 4,0.015521950542240764,0.6
Day 5,0.013120694381323853,0.74
Day 6,0.01591824033647957,0.7
Day 7,0.010780440648992582,0.8
Day 8,0.016947090727048912,0.66
Day 9,0.014111285724071327,0.74
Day 10,0.017409946938693844,0.64
Day 11,0.011885261210057224,0.86
Day 12,0.009900067297117638,0.7
Day 13,0.009836010874844831,0.7
Day 14,0.008974546343659707,0.8
Day 15,0.008333074684046864,0.84
Day 16,0.011848470428678402,0.78
Day 17,0.0071471182442501705,0.82
Day 18,0.006313047283049542,0.98
Day 19,0.008874811248562991,0.72
