Day,MSE_mu,Accuracy
Day 0,0.01865064216308698,0.82
Day 1,0.02013185916873376,0.66
Day 2,0.012374805839727915,0.8
Day 3,0.015885523909807495,0.76
Day 4,0.007174141275144827,0.9
Day 5,0.009594810415120876,0.74
Day 6,0.007527943256809122,0.82
Day 7,0.00787219573577526,0.72
Day 8,0.008906595643714819,0.74
Day 9,0.005195623432674902,0.86
Day 10,0.005884449970437336,0.82
Day 11,0.007260462015377774,0.8
Day 12,0.004413648016062267,0.92
Day 13,0.005309729310144653,0.82
Day 14,0.005274389162789173,0.92
Day 15,0.005425354413840221,0.78
Day 16,0.00426643215322723,0.7
Day 17,0.004827145035076448,0.9
Day 18,0.0037739870926531576,0.88
Day 19,0.004586173977837988,0.84
