Day,MSE_mu,Accuracy
Day 0,0.01949272293888305,0.76
Day 1,0.01632483686431151,0.8
Day 2,0.009147282760949862,0.82
Day 3,0.009222246352480826,0.88
Day 4,0.010443408581716888,0.74
Day 5,0.007911543299429669,0.86
Day 6,0.008902201922272797,0.76
Day 7,0.009922786419859412,0.84
Day 8,0.01215477382266974,0.72
Day 9,0.005405356129664606,0.9
Day 10,0.008729031552571051,0.82
Day 11,0.006633589099228485,0.74
Day 12,0.006748169617250036,0.84
Day 13,0.010086076838074618,0.8
Day 14,0.009199864162775651,0.9
Day 15,0.006171282690205228,0.82
Day 16,0.006081667406607522,0.8
Day 17,0.004928005035771954,0.82
Day 18,0.008056272930423667,0.8
Day 19,0.0044611213947402615,0.8
