Day,MSE_mu,Accuracy
Day 0,0.01960551727244063,0.82
Day 1,0.011052957394451618,0.82
Day 2,0.01277566633495065,0.82
Day 3,0.010180680240192662,0.74
Day 4,0.010329181826934838,0.78
Day 5,0.011052907448092711,0.72
Day 6,0.007468533850361469,0.74
Day 7,0.007246460176439797,0.92
Day 8,0.00841400559744698,0.78
Day 9,0.00810756290909572,0.82
Day 10,0.007610328009010666,0.92
Day 11,0.006149390561127124,0.78
Day 12,0.005411782827538136,0.92
Day 13,0.00623735367415185,0.88
Day 14,0.004020704987463571,0.9
Day 15,0.0060751174546166955,0.88
Day 16,0.004808034643411573,0.92
Day 17,0.00722856394964968,0.9
Day 18,0.004222776147084875,0.86
Day 19,0.0030121160216868455,0.86
