Day,MSE_mu,Accuracy
Day 0,0.025358446607428524,0.86
Day 1,0.012980511857164213,0.8
Day 2,0.011839550603235017,0.86
Day 3,0.00954169488377441,0.9
Day 4,0.008718976645449501,0.88
Day 5,0.008074292879486496,0.92
Day 6,0.005076228645780433,0.86
Day 7,0.007156869816411539,0.72
Day 8,0.007129487353582828,0.84
Day 9,0.003970011537329537,0.98
Day 10,0.005295107454476253,0.74
Day 11,0.004152580628506145,0.78
Day 12,0.004474171778939878,0.84
Day 13,0.004111779371987461,0.9
Day 14,0.0037823427097664845,0.92
Day 15,0.004465421914120702,0.88
Day 16,0.003957501558244113,0.74
Day 17,0.0038395707747209988,0.92
Day 18,0.0025113401145667076,0.88
Day 19,0.004020188556019441,0.94
