Day,MSE_mu,Accuracy
Day 0,0.022923676529079517,0.82
Day 1,0.013404579019988464,0.82
Day 2,0.009102146681981026,0.84
Day 3,0.012381035890137207,0.74
Day 4,0.009426325285147764,0.8
Day 5,0.007432138165344466,0.78
Day 6,0.004078975081942862,0.86
Day 7,0.00796995206493701,0.84
Day 8,0.00738050407952842,0.78
Day 9,0.009372512514264167,0.8
Day 10,0.006704846035124425,0.8
Day 11,0.008639742920106898,0.8
Day 12,0.0054552197214366395,0.76
Day 13,0.00625015921191433,0.82
Day 14,0.007134784698973359,0.84
Day 15,0.007298536702241464,0.8
Day 16,0.006266972221335071,0.86
Day 17,0.005704169768776854,0.9
Day 18,0.007068022643373647,0.74
Day 19,0.005965426893894719,0.8
