Day,MSE_mu,Accuracy
Day 0,0.024363410191012416,0.82
Day 1,0.017676046110356454,0.84
Day 2,0.017601424956858083,0.76
Day 3,0.010929268120342077,0.84
Day 4,0.008993354456519522,0.86
Day 5,0.009642538780851286,0.82
Day 6,0.01104898897484638,0.72
Day 7,0.009224261725634383,0.74
Day 8,0.006159167156682154,0.88
Day 9,0.007994046371400195,0.86
Day 10,0.005883169505796632,0.92
Day 11,0.006146800931158626,0.88
Day 12,0.005093976870788527,0.86
Day 13,0.006571631774658607,0.8
Day 14,0.0053140281102663535,0.92
Day 15,0.0055581190121369835,0.88
Day 16,0.005043274416719852,0.86
Day 17,0.004159316194494235,0.84
Day 18,0.004968884744258365,0.74
Day 19,0.004385350249430653,0.86
