Day,MSE_mu,Accuracy
Day 0,0.014279603484636043,0.96
Day 1,0.008379888584048522,0.92
Day 2,0.011619608004160715,0.72
Day 3,0.009527902470873815,0.88
Day 4,0.007703318796449852,0.84
Day 5,0.006657143573694751,0.82
Day 6,0.008043111456739692,0.86
Day 7,0.005969088998902744,0.8
Day 8,0.00354158050822633,0.9
Day 9,0.0060136147439837275,0.9
Day 10,0.004443339532729445,0.92
Day 11,0.003684207976494339,0.82
Day 12,0.004829676426699071,0.78
Day 13,0.006629776802363103,0.84
Day 14,0.0027513372123030874,0.88
Day 15,0.004649593903874828,0.76
Day 16,0.005244874477323025,0.92
Day 17,0.003266689613969246,0.88
Day 18,0.0026877428546734283,0.74
Day 19,0.0032662577643100066,0.94
