Day,MSE_mu,Accuracy
Day 0,0.027046974273005456,0.78
Day 1,0.017618434492873765,0.76
Day 2,0.015706529584499238,0.72
Day 3,0.01590892463346597,0.72
Day 4,0.013675152914538235,0.88
Day 5,0.010533641746642144,0.94
Day 6,0.010185150531281977,0.72
Day 7,0.011215612460557986,0.9
Day 8,0.008845145763911358,0.8
Day 9,0.009407649442427992,0.76
Day 10,0.010755969214650581,0.8
Day 11,0.007716722085361089,0.74
Day 12,0.007454384241346786,0.88
Day 13,0.008022668587109672,0.78
Day 14,0.007163030574737069,0.8
Day 15,0.006927621165118101,0.82
Day 16,0.009155696445575517,0.8
Day 17,0.006353264624714731,0.84
Day 18,0.009357626833884646,0.84
Day 19,0.007693320244918025,0.8
