Day,MSE_mu,Accuracy
Day 0,0.04113312265982136,0.6
Day 1,0.04192877544259118,0.36
Day 2,0.046171913703998674,0.46
Day 3,0.038707809859810656,0.58
Day 4,0.03171342564461464,0.68
Day 5,0.033343408216712965,0.42
Day 6,0.041695824881347994,0.56
Day 7,0.033076350303817045,0.66
Day 8,0.018934022824530685,0.64
Day 9,0.024004631769981202,0.66
Day 10,0.030036265290129784,0.4
Day 11,0.03742200802878154,0.5
Day 12,0.029726276443032166,0.52
Day 13,0.024479621099867854,0.48
Day 14,0.037364202632891544,0.46
Day 15,0.03224008053980246,0.62
Day 16,0.03127694861836831,0.52
Day 17,0.023895240565125455,0.6
Day 18,0.026641041573883893,0.6
Day 19,0.025305959059307787,0.58
