Day,MSE_mu,Accuracy
Day 0,0.02614699601544561,0.78
Day 1,0.013694247680961965,0.84
Day 2,0.017728043026489924,0.72
Day 3,0.008007910977270686,0.82
Day 4,0.009814798569791859,0.9
Day 5,0.009688471618954553,0.84
Day 6,0.00910890548333351,0.88
Day 7,0.007831566473636893,0.7
Day 8,0.007968291819582118,0.9
Day 9,0.005441013174286866,0.88
Day 10,0.006829385570551448,0.9
Day 11,0.006615792134193754,0.96
Day 12,0.0035964272418522385,0.76
Day 13,0.006778880562380752,0.84
Day 14,0.004262484070063252,0.94
Day 15,0.0039541880399158996,0.86
Day 16,0.007798127106190848,0.8
Day 17,0.006236608539101682,0.82
Day 18,0.0068368720513593524,0.82
Day 19,0.005660138453911014,0.86
