Day,MSE_mu,Accuracy
Day 0,0.02537785199481949,0.68
Day 1,0.024308281161812592,0.62
Day 2,0.018364116242750174,0.7
Day 3,0.01602860484069027,0.66
Day 4,0.01685265725352035,0.66
Day 5,0.016210839573823105,0.68
Day 6,0.0166170867945936,0.82
Day 7,0.015175132500748872,0.74
Day 8,0.013453238292831914,0.76
Day 9,0.01237158656028822,0.76
Day 10,0.010041817348754789,0.8
Day 11,0.011815973500942717,0.72
Day 12,0.010756896832417179,0.72
Day 13,0.010897087900492252,0.88
Day 14,0.010406281533236156,0.82
Day 15,0.008003045597078283,0.86
Day 16,0.009108879099118916,0.78
Day 17,0.007639500399128576,0.84
Day 18,0.006567950374027847,0.78
Day 19,0.010982597144622156,0.62
