Day,MSE_mu,Accuracy
Day 0,0.01690119421308216,0.84
Day 1,0.008756651033236546,0.82
Day 2,0.014076360463707163,0.7
Day 3,0.013274081147939225,0.78
Day 4,0.008009608631461076,0.86
Day 5,0.0099587469775013,0.7
Day 6,0.008883811060250192,0.72
Day 7,0.008357786958679793,0.78
Day 8,0.007364196323271634,0.76
Day 9,0.006485264335185903,0.74
Day 10,0.008327292895400107,0.8
Day 11,0.005145360322643638,0.9
Day 12,0.005765918689302569,0.82
Day 13,0.006032568662604974,0.88
Day 14,0.0054410710289244085,0.82
Day 15,0.007776497513340216,0.76
Day 16,0.006408041319615485,0.72
Day 17,0.0059169003794625145,0.72
Day 18,0.004585428400108896,0.86
Day 19,0.00535051892454308,0.8
