Day,MSE_mu,Accuracy
Day 0,0.023093143989048083,0.9
Day 1,0.020241381956360084,0.72
Day 2,0.015563082331365127,0.84
Day 3,0.015084040809466546,0.6
Day 4,0.01751344461935624,0.66
Day 5,0.013940828241421552,0.66
Day 6,0.0178499431749163,0.68
Day 7,0.019792508720726902,0.68
Day 8,0.02468562730416003,0.6
Day 9,0.01398964211083638,0.7
Day 10,0.013341027855191005,0.66
Day 11,0.010555465711405677,0.78
Day 12,0.014142895226532382,0.74
Day 13,0.018252395659425266,0.48
Day 14,0.015644923874592806,0.7
Day 15,0.016318055234883787,0.58
Day 16,0.013667057565327437,0.84
Day 17,0.01519673174264697,0.72
Day 18,0.013037961253663634,0.74
Day 19,0.011359743581763684,0.78
