Day,MSE_mu,Accuracy
Day 0,0.026861174000334387,0.7
Day 1,0.015026311639693668,0.84
Day 2,0.011219777069024385,0.96
Day 3,0.006251963268825189,0.8
Day 4,0.010606893754371708,0.78
Day 5,0.009212955536929525,0.64
Day 6,0.006402087140468049,0.84
Day 7,0.00525050645636223,0.82
Day 8,0.007627203880621552,0.72
Day 9,0.006416463388200808,0.9
Day 10,0.008494011417897428,0.84
Day 11,0.006721381067711162,0.82
Day 12,0.005715637269874103,0.82
Day 13,0.005129376440207668,0.88
Day 14,0.007270778824810222,0.82
Day 15,0.004623389913762857,0.86
Day 16,0.004980493020568377,0.88
Day 17,0.004118421134231351,0.9
Day 18,0.006717233698811831,0.92
Day 19,0.004911739968533341,0.88
