Day,MSE_mu,Accuracy
Day 0,0.021989042791319774,0.82
Day 1,0.010299491777950878,0.8
Day 2,0.009852923226619775,0.8
Day 3,0.007095294992190626,0.92
Day 4,0.010593179858301048,0.76
Day 5,0.00823289567214838,0.76
Day 6,0.006558425676721644,0.86
Day 7,0.008049401624294305,0.82
Day 8,0.0062445952818257254,0.9
Day 9,0.006569567718157696,0.82
Day 10,0.006019099783920687,0.82
Day 11,0.004348261870125558,0.8
Day 12,0.005424360824550075,0.82
Day 13,0.006750415771291054,0.72
Day 14,0.005389629161963423,0.72
Day 15,0.004929570275101112,0.88
Day 16,0.004676831540494959,0.74
Day 17,0.005090192766976853,0.8
Day 18,0.003681491029276402,0.92
Day 19,0.004503520962408927,0.94
