Day,MSE_mu,Accuracy
Day 0,0.04408194223190765,0.68
Day 1,0.022935504979994855,0.66
Day 2,0.023270241464756525,0.72
Day 3,0.023927908051775044,0.62
Day 4,0.01880013094991049,0.76
Day 5,0.017716502096594648,0.76
Day 6,0.015286371007630835,0.76
Day 7,0.014004591935339714,0.72
Day 8,0.013029135652891889,0.7
Day 9,0.010927461232012561,0.86
Day 10,0.010876404308170363,0.74
Day 11,0.012613677894691583,0.72
Day 12,0.01048184232368118,0.72
Day 13,0.014135708024089224,0.64
Day 14,0.013087978923979319,0.72
Day 15,0.008420347625915394,0.76
Day 16,0.017734915682084625,0.68
Day 17,0.01045859324105577,0.72
Day 18,0.012868051819470554,0.76
Day 19,0.010546989585358425,0.72
