Day,MSE_mu,Accuracy
Day 0,0.015982139869959295,0.84
Day 1,0.014447429262080804,0.68
Day 2,0.012126753443400484,0.8
Day 3,0.00855032586187068,0.8
Day 4,0.01068373890708518,0.9
Day 5,0.005840642660430468,0.86
Day 6,0.010788553911888895,0.84
Day 7,0.008497797161430258,0.8
Day 8,0.006055313121504757,0.86
Day 9,0.005534957716479463,0.8
Day 10,0.005532826296586305,0.86
Day 11,0.008711912824331305,0.72
Day 12,0.004862923389742198,0.9
Day 13,0.005196459554397318,0.88
Day 14,0.004867081273543846,0.72
Day 15,0.005230456637929589,0.9
Day 16,0.00577044755808526,0.74
Day 17,0.00464681214229268,0.88
Day 18,0.004735523898319621,0.8
Day 19,0.0031990692726065898,0.82
