Day,MSE_mu,Accuracy
Day 0,0.03952659434250513,0.56
Day 1,0.0131613595645985,0.8
Day 2,0.015140796688194867,0.72
Day 3,0.009579838100338937,0.82
Day 4,0.018957049117287347,0.78
Day 5,0.011242746353138077,0.86
Day 6,0.007920610317596005,0.88
Day 7,0.015512991300202571,0.8
Day 8,0.009349840514546699,0.9
Day 9,0.007387702570326709,0.88
Day 10,0.008897163218390788,0.72
Day 11,0.008965701431584467,0.72
Day 12,0.013266616217990563,0.82
Day 13,0.007731757897337171,0.82
Day 14,0.00734774263747469,0.78
Day 15,0.008043223553880091,0.8
Day 16,0.004583386286416094,0.88
Day 17,0.007330665641407137,0.92
Day 18,0.006012006082287303,0.78
Day 19,0.006104041253363726,0.8
