Day,MSE_mu,Accuracy
Day 0,0.019569090314855965,0.88
Day 1,0.01737722071908869,0.62
Day 2,0.019144703081467,0.64
Day 3,0.01447669852208093,0.8
Day 4,0.013569203439036547,0.74
Day 5,0.011330686694806047,0.84
Day 6,0.009128049052992287,0.76
Day 7,0.008969526285265832,0.82
Day 8,0.007565516099619279,0.94
Day 9,0.0045349490675611216,0.84
Day 10,0.006324135357632,0.82
Day 11,0.005687846327952418,0.86
Day 12,0.007696751596883287,0.88
Day 13,0.0052702592424029564,0.9
Day 14,0.005073979020615593,0.84
Day 15,0.004623973534006962,0.88
Day 16,0.004488829277810987,0.88
Day 17,0.0031504442410338544,0.94
Day 18,0.0050707494188346166,0.82
Day 19,0.004536759600435295,0.88
