Day,MSE_mu,Accuracy
Day 0,0.03475898450976509,0.72
Day 1,0.016506799087236627,0.74
Day 2,0.015492610006581834,0.84
Day 3,0.0159632994691028,0.62
Day 4,0.011343928117449555,0.66
Day 5,0.009022833493931069,0.9
Day 6,0.014511443850769828,0.62
Day 7,0.012486331022000979,0.78
Day 8,0.010941043088745158,0.74
Day 9,0.010279427668651243,0.76
Day 10,0.008958766425225997,0.68
Day 11,0.007271154038176774,0.78
Day 12,0.00873905287173396,0.82
Day 13,0.007269384020408081,0.86
Day 14,0.006437349242337034,0.68
Day 15,0.007975875419171795,0.74
Day 16,0.008375591849021287,0.74
Day 17,0.009082627149649851,0.74
Day 18,0.007863528166422329,0.8
Day 19,0.007213567406642266,0.74
