Day,MSE_mu,Accuracy
Day 0,0.021417704517665663,0.74
Day 1,0.024645564727717697,0.72
Day 2,0.017042248668959998,0.72
Day 3,0.014479381522992902,0.72
Day 4,0.011169329654107543,0.84
Day 5,0.013135238567666713,0.52
Day 6,0.009817008797561791,0.72
Day 7,0.013839403922266515,0.72
Day 8,0.0119933615632767,0.74
Day 9,0.012312044094238004,0.82
Day 10,0.015229460045043955,0.7
Day 11,0.012199847436448835,0.78
Day 12,0.0077725515636651666,0.88
Day 13,0.007772038643591311,0.82
Day 14,0.007572149854442836,0.76
Day 15,0.009588352505812877,0.82
Day 16,0.014581709097585922,0.54
Day 17,0.0076313920265236946,0.64
Day 18,0.010083488691548395,0.72
Day 19,0.008638665467077374,0.64
