Day,MSE_mu,Accuracy
Day 0,0.020511478999480973,0.84
Day 1,0.012511572491899813,0.78
Day 2,0.011565184353160939,0.8
Day 3,0.009347110458881227,0.8
Day 4,0.00999127303460713,0.86
Day 5,0.008279743231322762,0.82
Day 6,0.00988345875797124,0.66
Day 7,0.008230342982089661,0.66
Day 8,0.010382778617568101,0.78
Day 9,0.006515299075446722,0.76
Day 10,0.006960087914330415,0.86
Day 11,0.007674861400126829,0.76
Day 12,0.008501122577039147,0.72
Day 13,0.006158275846715613,0.74
Day 14,0.008287161248610063,0.74
Day 15,0.00890810040097432,0.8
Day 16,0.005177459989833421,0.76
Day 17,0.007262101948391804,0.88
Day 18,0.005821324160490553,0.68
Day 19,0.005002522655541523,0.86
