Day,MSE_mu,Accuracy
Day 0,0.03624263638032007,0.72
Day 1,0.028978560198799363,0.62
Day 2,0.01226293740448342,0.88
Day 3,0.02039475591943483,0.58
Day 4,0.010151886122968103,0.8
Day 5,0.015134785091030561,0.7
Day 6,0.014037001848897489,0.78
Day 7,0.012230300596851037,0.76
Day 8,0.01349425714162754,0.7
Day 9,0.008074939785751028,0.8
Day 10,0.010262597526158232,0.76
Day 11,0.007956578135589639,0.68
Day 12,0.009502797339764007,0.86
Day 13,0.011481156840644375,0.68
Day 14,0.006644533925469398,0.68
Day 15,0.00992482900696021,0.72
Day 16,0.01145331628939986,0.62
Day 17,0.007437543925361182,0.84
Day 18,0.006800224872027761,0.9
Day 19,0.008129802886984385,0.9
