Day,MSE_mu,Accuracy
Day 0,0.01328973384610378,0.82
Day 1,0.014322716177883983,0.74
Day 2,0.010338332380445804,0.92
Day 3,0.01019992252839726,0.82
Day 4,0.01152593175085614,0.82
Day 5,0.010034964002300646,0.78
Day 6,0.007075823687222407,0.86
Day 7,0.008080023519381785,0.86
Day 8,0.0066548227761017344,0.92
Day 9,0.0074230401511930725,0.74
Day 10,0.007193579039458767,0.66
Day 11,0.004711617867765388,0.92
Day 12,0.0045197772172909595,0.82
Day 13,0.005914548799357488,0.82
Day 14,0.00586104360923874,0.88
Day 15,0.006162470832516973,0.82
Day 16,0.006758397511094871,0.84
Day 17,0.005120330695435977,0.92
Day 18,0.004569367986042012,0.84
Day 19,0.004124587175626029,0.94
