Day,MSE_mu,Accuracy
Day 0,0.020570213010437592,0.74
Day 1,0.011267865136661675,0.74
Day 2,0.014856650204354789,0.78
Day 3,0.012984233331381703,0.74
Day 4,0.01290186128108019,0.76
Day 5,0.011373940670101211,0.72
Day 6,0.009525325818111817,0.84
Day 7,0.012430053946333603,0.8
Day 8,0.010089336254532882,0.76
Day 9,0.006657296439449803,0.8
Day 10,0.007432927213471385,0.94
Day 11,0.008429822816200172,0.8
Day 12,0.007845935219545162,0.84
Day 13,0.01107700056116721,0.7
Day 14,0.011292355037209082,0.76
Day 15,0.008341225307144767,0.86
Day 16,0.006775186805145253,0.8
Day 17,0.006433917249448465,0.78
Day 18,0.0061613744439907615,0.84
Day 19,0.004484145372652808,0.78
