Day,MSE_mu,Accuracy
Day 0,0.028294726054734737,0.74
Day 1,0.017408324974975943,0.78
Day 2,0.01814949639712906,0.72
Day 3,0.01372387510078573,0.6
Day 4,0.0177813181609587,0.78
Day 5,0.009714443515369927,0.7
Day 6,0.012007112579227503,0.72
Day 7,0.010197877069156808,0.84
Day 8,0.006105963860767126,0.84
Day 9,0.010345274746791878,0.78
Day 10,0.008707643083572096,0.7
Day 11,0.010404350333959983,0.76
Day 12,0.008077401194675805,0.78
Day 13,0.008318224309291708,0.84
Day 14,0.008877633589062685,0.78
Day 15,0.008395779524779389,0.86
Day 16,0.007847209655008973,0.84
Day 17,0.005579944554932193,0.7
Day 18,0.01096856355175128,0.68
Day 19,0.006922327643565695,0.88
