Day,MSE_mu,Accuracy
Day 0,0.028736891776824345,0.64
Day 1,0.016692783005995134,0.7
Day 2,0.01373864857360185,0.82
Day 3,0.010834872173648574,0.78
Day 4,0.009979773232982601,0.86
Day 5,0.008654314672873076,0.84
Day 6,0.008416296532489192,0.84
Day 7,0.01038873451783127,0.76
Day 8,0.007895324703286473,0.74
Day 9,0.007992043908715045,0.86
Day 10,0.0076811590286882435,0.88
Day 11,0.00744008819307159,0.78
Day 12,0.007849610588856184,0.74
Day 13,0.005742665672995487,0.84
Day 14,0.006416975834327801,0.8
Day 15,0.005553262913524894,0.8
Day 16,0.006704943455538741,0.84
Day 17,0.006632796913266696,0.8
Day 18,0.00630805158009964,0.84
Day 19,0.006574230021930717,0.76
