Day,MSE_mu,Accuracy
Day 0,0.03336904081860982,0.62
Day 1,0.01883978859759944,0.74
Day 2,0.012969710362857854,0.7
Day 3,0.01438712447911234,0.74
Day 4,0.009704877844270349,0.88
Day 5,0.009626632382481768,0.86
Day 6,0.0066778057303730496,0.96
Day 7,0.009612651000972455,0.72
Day 8,0.008478698620434221,0.76
Day 9,0.007811918260732757,0.76
Day 10,0.006898817688772014,0.88
Day 11,0.006931937963172247,0.82
Day 12,0.0058801801397694135,0.84
Day 13,0.004874488850555317,0.78
Day 14,0.00573628237177085,0.86
Day 15,0.0057405816816445835,0.84
Day 16,0.0037186188511933926,0.8
Day 17,0.007275195054256997,0.88
Day 18,0.005238042569669526,0.82
Day 19,0.00469074125694128,0.88
