Day,MSE_mu,Accuracy
Day 0,0.017233011681575566,0.86
Day 1,0.01377812138065723,0.72
Day 2,0.013447082239078017,0.84
Day 3,0.014294128127402318,0.68
Day 4,0.014665161103718245,0.78
Day 5,0.013681267296102107,0.66
Day 6,0.012532911938125346,0.88
Day 7,0.0075993424952343035,0.88
Day 8,0.009248610674299475,0.78
Day 9,0.006208006002020873,0.84
Day 10,0.007018415584530532,0.98
Day 11,0.008407274015685579,0.8
Day 12,0.009058513359874105,0.88
Day 13,0.007873011882715455,0.78
Day 14,0.006484346681429893,0.88
Day 15,0.006404660231158581,0.86
Day 16,0.004588552218133269,0.9
Day 17,0.0032767915767719946,0.8
Day 18,0.005216247542026796,0.84
Day 19,0.003987807109823843,0.92
