Day,MSE_mu,Accuracy
Day 0,0.029137869206762017,0.78
Day 1,0.011889811239276332,0.8
Day 2,0.013757663909501245,0.9
Day 3,0.007706224573121544,0.88
Day 4,0.009536621889715397,0.88
Day 5,0.009797914818903377,0.84
Day 6,0.00803443892553367,0.84
Day 7,0.0069510872174805075,0.72
Day 8,0.009208138306154497,0.9
Day 9,0.003538324340447284,0.9
Day 10,0.007060357527002619,0.84
Day 11,0.007010056764481163,0.78
Day 12,0.005638359162136006,0.96
Day 13,0.006229638312933854,0.82
Day 14,0.005170146862256208,0.88
Day 15,0.005017893419032479,0.84
Day 16,0.0038340358132206522,0.94
Day 17,0.004590549827815103,0.8
Day 18,0.00393540584644797,0.94
Day 19,0.005189991457062289,0.86
