Day,MSE_mu,Accuracy
Day 0,0.027491354465146924,0.76
Day 1,0.023985338953560396,0.62
Day 2,0.02180343936195837,0.66
Day 3,0.018034292240314744,0.7
Day 4,0.008659739823978866,0.88
Day 5,0.011419300951990346,0.86
Day 6,0.011140047263158257,0.78
Day 7,0.011847819352240269,0.8
Day 8,0.013879944696275579,0.78
Day 9,0.011154909510130059,0.66
Day 10,0.010596432911793229,0.76
Day 11,0.013543436992314648,0.64
Day 12,0.009731597673834191,0.76
Day 13,0.008028892514186715,0.82
Day 14,0.009082567265499206,0.8
Day 15,0.0068205370461143265,0.82
Day 16,0.007251468298035924,0.9
Day 17,0.008064695922724303,0.84
Day 18,0.007324661434113995,0.8
Day 19,0.00762243572998254,0.74
