Day,MSE_mu,Accuracy
Day 0,0.04398774611198841,0.54
Day 1,0.01940520063486925,0.8
Day 2,0.012004017752639241,0.72
Day 3,0.02241341359686238,0.58
Day 4,0.01567609979986851,0.78
Day 5,0.008680533054566921,0.74
Day 6,0.011789195678064563,0.58
Day 7,0.018296839881792246,0.78
Day 8,0.015608897123263224,0.84
Day 9,0.008866251690364584,0.68
Day 10,0.014636992109083686,0.74
Day 11,0.010000801875918017,0.86
Day 12,0.011469191889056568,0.7
Day 13,0.01120593041208108,0.82
Day 14,0.007813712367480612,0.86
Day 15,0.009915589701110353,0.68
Day 16,0.006571383472240276,0.84
Day 17,0.0077641755110883295,0.92
Day 18,0.008408599031803141,0.78
Day 19,0.007802831736918157,0.8
