Day,MSE_mu,Accuracy
Day 0,0.02556677162545281,0.76
Day 1,0.009697290570181183,0.84
Day 2,0.00890658498894027,0.86
Day 3,0.007166651227717282,0.92
Day 4,0.007310510208601715,0.78
Day 5,0.009357874091373225,0.9
Day 6,0.0071125877265152135,0.88
Day 7,0.010569426510772665,0.84
Day 8,0.0076117956384698865,0.78
Day 9,0.004799492524823472,0.82
Day 10,0.006552587447875919,0.7
Day 11,0.00741265133480433,0.78
Day 12,0.004316129397027334,0.94
Day 13,0.007174814086291031,0.82
Day 14,0.0062532369652410795,0.82
Day 15,0.007087000987764065,0.74
Day 16,0.003139199913230119,0.84
Day 17,0.003587621807673076,0.94
Day 18,0.004739970021430152,0.94
Day 19,0.004737884726524136,0.84
