Day,MSE_mu,Accuracy
Day 0,0.01939460942369146,0.76
Day 1,0.009560999009477497,0.84
Day 2,0.0075330416599062745,0.82
Day 3,0.00973863007729119,0.82
Day 4,0.00609504447243243,0.76
Day 5,0.010524027449092425,0.84
Day 6,0.007888734953272426,0.74
Day 7,0.009214694755547764,0.86
Day 8,0.008531578013763912,0.86
Day 9,0.004934461402348187,0.84
Day 10,0.007056193798842872,0.84
Day 11,0.005707161979816973,0.82
Day 12,0.006955744298528167,0.8
Day 13,0.006786222342839416,0.86
Day 14,0.005419074320574009,0.92
Day 15,0.00617869338702038,0.88
Day 16,0.004358252210778286,0.92
Day 17,0.004161909544246377,0.78
Day 18,0.005498598522942339,0.76
Day 19,0.004822592753286399,0.8
