Day,MSE_mu,Accuracy
Day 0,0.03384744699025152,0.64
Day 1,0.027215135741269145,0.68
Day 2,0.02237579046049491,0.7
Day 3,0.014201299327643614,0.74
Day 4,0.029588063021525148,0.44
Day 5,0.01591007927371976,0.66
Day 6,0.015496442254313231,0.82
Day 7,0.01671051128793655,0.78
Day 8,0.01403810416402379,0.84
Day 9,0.01850316076524148,0.72
Day 10,0.008530640625693612,0.92
Day 11,0.011360946352258608,0.82
Day 12,0.009610893950274075,0.86
Day 13,0.009931866081018405,0.74
Day 14,0.009736672342331538,0.86
Day 15,0.00936653077926837,0.82
Day 16,0.005304368445222231,0.88
Day 17,0.005996000398942819,0.84
Day 18,0.00662496552388821,0.92
Day 19,0.009021427174240688,0.86
