Day,MSE_mu,Accuracy
Day 0,0.020009642584706465,0.8
Day 1,0.007403740539263727,0.82
Day 2,0.008167479943803327,0.88
Day 3,0.012489114545722815,0.82
Day 4,0.009696909150964968,0.84
Day 5,0.010451281235231025,0.84
Day 6,0.011768784792321822,0.78
Day 7,0.005574646798220228,0.86
Day 8,0.006700556181579217,0.88
Day 9,0.00622040332059054,0.84
Day 10,0.007581388876163051,0.84
Day 11,0.009035889529229539,0.78
Day 12,0.0065667873966747115,0.86
Day 13,0.004946645836604121,0.78
Day 14,0.006333532833691326,0.78
Day 15,0.007798546729718369,0.9
Day 16,0.005478526524400997,0.88
Day 17,0.005887508373631507,0.84
Day 18,0.004413704942097633,0.9
Day 19,0.0039124996692995835,0.84
