Day,MSE_mu,Accuracy
Day 0,0.020269464999679666,0.78
Day 1,0.011909103264888194,0.9
Day 2,0.015150227064831996,0.6
Day 3,0.01097602791587657,0.92
Day 4,0.010224621932141962,0.82
Day 5,0.005042879430512507,0.82
Day 6,0.007954423349019886,0.8
Day 7,0.007022521076695299,0.9
Day 8,0.005365654288455115,0.92
Day 9,0.006692635207982846,0.84
Day 10,0.009064356180879753,0.68
Day 11,0.005363876232629737,0.8
Day 12,0.0067616482092789565,0.86
Day 13,0.006339660165875752,0.8
Day 14,0.005657696642110191,0.88
Day 15,0.003451124442999167,0.74
Day 16,0.004507936643710995,0.92
Day 17,0.004987876303098211,0.86
Day 18,0.0035300445691744792,0.84
Day 19,0.004045325161788246,0.86
