Day,MSE_mu,Accuracy
Day 0,0.02976282621420645,0.78
Day 1,0.015079079113170758,0.74
Day 2,0.01309611392978397,0.76
Day 3,0.013708519814540568,0.72
Day 4,0.012771948814369844,0.86
Day 5,0.013137997666432736,0.74
Day 6,0.007052423445634374,0.94
Day 7,0.011394234787060972,0.64
Day 8,0.013809539536587373,0.82
Day 9,0.008292371245387224,0.8
Day 10,0.010161963506768021,0.82
Day 11,0.0063794686993649445,0.7
Day 12,0.008469698904367134,0.76
Day 13,0.0073132828722366015,0.74
Day 14,0.007680092484665488,0.86
Day 15,0.005797005042439617,0.86
Day 16,0.005272582860089302,0.82
Day 17,0.005775392851247157,0.88
Day 18,0.006772569438223599,0.84
Day 19,0.0073223315824710745,0.7
