Day,MSE_mu,Accuracy
Day 0,0.012598723405769298,0.82
Day 1,0.009663123371872353,0.9
Day 2,0.008544910573630575,0.78
Day 3,0.012911498104705833,0.88
Day 4,0.010106317747750577,0.9
Day 5,0.008774406468850528,0.86
Day 6,0.00806828549675888,0.9
Day 7,0.009388451825171947,0.74
Day 8,0.007260093352738969,0.86
Day 9,0.0058266514530335425,0.88
Day 10,0.006813508214912489,0.92
Day 11,0.00419577835514143,0.86
Day 12,0.004007361535484484,0.84
Day 13,0.005999856303354579,0.76
Day 14,0.0054318426748193455,0.76
Day 15,0.006048573863489378,0.74
Day 16,0.005859017225583585,0.74
Day 17,0.005233841379100681,0.82
Day 18,0.004258682998715118,0.92
Day 19,0.004714362974398144,0.84
