Day,MSE_mu,Accuracy
Day 0,0.02467234403577558,0.8
Day 1,0.014578992134588431,0.68
Day 2,0.01125290154931351,0.7
Day 3,0.013330906122916689,0.74
Day 4,0.01364916061743958,0.8
Day 5,0.011983438040266473,0.66
Day 6,0.007493034705332571,0.76
Day 7,0.008924878790187617,0.82
Day 8,0.010436599988814207,0.9
Day 9,0.008472285737169448,0.7
Day 10,0.007974458306531335,0.8
Day 11,0.00693241488993147,0.72
Day 12,0.00758580171497631,0.8
Day 13,0.006160223382100972,0.88
Day 14,0.005453133775988638,0.82
Day 15,0.006265022154269707,0.92
Day 16,0.005351259735954729,0.88
Day 17,0.004992425003740816,0.82
Day 18,0.004373288168890769,0.72
Day 19,0.005130562041362774,0.86
