Day,MSE_mu,Accuracy
Day 0,0.02123234500114244,0.8
Day 1,0.015560858208542408,0.74
Day 2,0.01075339315798051,0.9
Day 3,0.007026717382867865,0.84
Day 4,0.007717756850184315,0.86
Day 5,0.008550193454501781,0.86
Day 6,0.007238406577075554,0.88
Day 7,0.005886246278184874,0.76
Day 8,0.004214340766659078,0.9
Day 9,0.005595530836037399,0.92
Day 10,0.004823561182456213,0.86
Day 11,0.004546812175094798,0.82
Day 12,0.0033658586846748873,0.8
Day 13,0.0042222279585293334,0.86
Day 14,0.003495170943327154,0.82
Day 15,0.003483188231398097,0.74
Day 16,0.004339301262900915,0.84
Day 17,0.005088308971660941,0.92
Day 18,0.003523703997328462,0.94
Day 19,0.003767789913143305,0.94
