Day,MSE_mu,Accuracy
Day 0,0.028587440758352435,0.76
Day 1,0.018227385984772637,0.72
Day 2,0.01246172818410018,0.84
Day 3,0.008922562953863513,0.84
Day 4,0.008115503738256626,0.82
Day 5,0.010649077153921504,0.96
Day 6,0.009680790974123847,0.84
Day 7,0.008501249522353309,0.82
Day 8,0.007258008572324247,0.78
Day 9,0.00525291025682164,0.82
Day 10,0.0047264609285717265,0.74
Day 11,0.004341139385986359,0.78
Day 12,0.006567442152195109,0.76
Day 13,0.005528198752293871,0.8
Day 14,0.006864428627407022,0.8
Day 15,0.005747066838558586,0.84
Day 16,0.005901568312988545,0.82
Day 17,0.005125921494603986,0.82
Day 18,0.00489964832537853,0.84
Day 19,0.0044338363919781834,0.8
