Day,MSE_mu,Accuracy
Day 0,0.025095325304409326,0.78
Day 1,0.018183808627803996,0.72
Day 2,0.013932335367258887,0.8
Day 3,0.009310768243362952,0.72
Day 4,0.01644074669205479,0.8
Day 5,0.007496004424221276,0.94
Day 6,0.013404323572578812,0.68
Day 7,0.010987754252640015,0.64
Day 8,0.008534430111798883,0.82
Day 9,0.008279169186218021,0.78
Day 10,0.009324905741832113,0.7
Day 11,0.007445296526897712,0.84
Day 12,0.010588584774967137,0.86
Day 13,0.009043728377283561,0.78
Day 14,0.007701356743842808,0.86
Day 15,0.009483429199568615,0.8
Day 16,0.008848134878784898,0.72
Day 17,0.006224050189298642,0.78
Day 18,0.005555313315156366,0.76
Day 19,0.006152253089205035,0.74
