Day,MSE_mu,Accuracy
Day 0,0.018760589644452888,0.74
Day 1,0.012089793634763629,0.76
Day 2,0.012172364907511127,0.72
Day 3,0.012725336318982688,0.66
Day 4,0.012546028796031776,0.88
Day 5,0.008572942569002219,0.72
Day 6,0.009053832047242666,0.82
Day 7,0.009416550225586996,0.8
Day 8,0.008073993768907535,0.84
Day 9,0.007003716897077214,0.88
Day 10,0.007591438132762427,0.88
Day 11,0.006426546022492731,0.78
Day 12,0.0057559275438808085,0.86
Day 13,0.005621023885012052,0.9
Day 14,0.005379498841116041,0.8
Day 15,0.005104016094180989,0.66
Day 16,0.0053691524384282706,0.86
Day 17,0.0046927892512488726,0.86
Day 18,0.004702859017985704,0.94
Day 19,0.004965063106821818,0.82
