Day,MSE_mu,Accuracy
Day 0,0.02846128009841921,0.82
Day 1,0.013083721462360105,0.86
Day 2,0.007849426552794291,0.82
Day 3,0.00923657710726074,0.9
Day 4,0.008006237305169188,0.8
Day 5,0.010208878333491822,0.76
Day 6,0.00907075910781919,0.86
Day 7,0.007942272721210744,0.8
Day 8,0.00554487769259114,0.88
Day 9,0.005345704774482982,0.82
Day 10,0.004724322531575657,0.78
Day 11,0.007907006553709196,0.8
Day 12,0.005839293439450558,0.72
Day 13,0.004220537049351313,0.92
Day 14,0.0037608986664772848,0.92
Day 15,0.0038496775380928707,0.88
Day 16,0.004922897870808405,0.78
Day 17,0.004000301218219751,0.88
Day 18,0.004965550669030765,0.82
Day 19,0.0038071109665789916,0.78
