Day,MSE_mu,Accuracy
Day 0,0.019635270341916904,0.84
Day 1,0.011697358413790068,0.9
Day 2,0.009294871190356113,0.68
Day 3,0.008961486176205551,0.86
Day 4,0.00766672505945485,0.86
Day 5,0.007178678654860617,0.82
Day 6,0.007094268664999967,0.76
Day 7,0.007205457852785558,0.82
Day 8,0.003931930650794883,0.78
Day 9,0.005633715743598409,0.78
Day 10,0.006331931916678136,0.92
Day 11,0.004676517971482214,0.74
Day 12,0.006375831316106195,0.72
Day 13,0.0051205489992631765,0.76
Day 14,0.005340463250161233,0.98
Day 15,0.004162472915095731,0.78
Day 16,0.004171116968476473,0.94
Day 17,0.0061821465158520515,0.94
Day 18,0.005274518824813716,0.7
Day 19,0.005279632924574225,0.84
