Day,MSE_mu,Accuracy
Day 0,0.023120560805691266,0.68
Day 1,0.014111797738164003,0.9
Day 2,0.011478460683873615,0.82
Day 3,0.0083791887966209,0.92
Day 4,0.008011158978620156,0.68
Day 5,0.009301546479251627,0.9
Day 6,0.006943791879837989,0.84
Day 7,0.0074588220913926395,0.82
Day 8,0.0070365342798818726,0.88
Day 9,0.007514017801500535,0.82
Day 10,0.00596123656286793,0.88
Day 11,0.00533949414813872,0.88
Day 12,0.00564244805841521,0.86
Day 13,0.005791122747578961,0.78
Day 14,0.004218455496426241,0.84
Day 15,0.004224787434791937,0.72
Day 16,0.005363274882487494,0.88
Day 17,0.00475672654638877,0.68
Day 18,0.004748542421084135,0.8
Day 19,0.0037172671071771164,0.84
