Day,MSE_mu,Accuracy
Day 0,0.040285242267287115,0.56
Day 1,0.0138454820438965,0.84
Day 2,0.01224759262221269,0.84
Day 3,0.015123025963689415,0.78
Day 4,0.013637768222224518,0.78
Day 5,0.009025655341642612,0.92
Day 6,0.009874260156129796,0.74
Day 7,0.00933584039836054,0.84
Day 8,0.011175265594181333,0.8
Day 9,0.006994081137870687,0.84
Day 10,0.008205192848995832,0.72
Day 11,0.007492554236968956,0.94
Day 12,0.008687647044585769,0.78
Day 13,0.00744102514374114,0.82
Day 14,0.010028301777727025,0.84
Day 15,0.005625881041819765,0.76
Day 16,0.0037857154882637565,0.84
Day 17,0.0051689411061697325,0.78
Day 18,0.005762878205079569,0.88
Day 19,0.0069569781954925336,0.82
