Day,MSE_mu,Accuracy
Day 0,0.01777523378692177,0.84
Day 1,0.014357422357669354,0.82
Day 2,0.008842653872951797,0.86
Day 3,0.011347990518627582,0.82
Day 4,0.009303541430805647,0.92
Day 5,0.008248507281622932,0.76
Day 6,0.006070281393126285,0.88
Day 7,0.005254311462151212,0.76
Day 8,0.006994619315100986,0.84
Day 9,0.007804428108667606,0.92
Day 10,0.005017483291689864,0.86
Day 11,0.005629031854146845,0.72
Day 12,0.0063845410201675695,0.82
Day 13,0.004796047091477124,0.88
Day 14,0.004127375973312929,0.84
Day 15,0.005987340380026327,0.68
Day 16,0.0037150951017234017,0.84
Day 17,0.005586156468376891,0.76
Day 18,0.004366930611820155,0.66
Day 19,0.006060212952430166,0.78
