Day,MSE_mu,Accuracy
Day 0,0.027136443428197415,0.68
Day 1,0.02118329004787129,0.8
Day 2,0.012488033902863172,0.7
Day 3,0.01266797019931316,0.82
Day 4,0.012093197333891121,0.8
Day 5,0.010514543357919369,0.78
Day 6,0.011139178426734637,0.82
Day 7,0.007562914757562935,0.76
Day 8,0.010749402572444612,0.74
Day 9,0.011173836674358206,0.72
Day 10,0.012415507784988246,0.68
Day 11,0.011568222726306426,0.82
Day 12,0.008077778916837882,0.86
Day 13,0.007463878567842177,0.78
Day 14,0.00864656298992431,0.7
Day 15,0.009878539525170356,0.68
Day 16,0.007514374567374113,0.76
Day 17,0.008451203022509618,0.76
Day 18,0.007060760465897696,0.8
Day 19,0.0063238894496073315,0.7
