Day,MSE_mu,Accuracy
Day 0,0.0257389866528403,0.86
Day 1,0.008553488305321684,0.88
Day 2,0.010629627493350167,0.94
Day 3,0.00916306365034511,0.82
Day 4,0.007689182286884777,0.86
Day 5,0.008139182219498777,0.76
Day 6,0.00803796692465464,0.74
Day 7,0.008059941902725425,0.82
Day 8,0.008613267718270206,0.86
Day 9,0.0077981443287805634,0.8
Day 10,0.007008718794261229,0.9
Day 11,0.004312833938259721,0.78
Day 12,0.007803477878005535,0.88
Day 13,0.004954142940752603,0.76
Day 14,0.006053107209886289,0.84
Day 15,0.003191611020445752,0.82
Day 16,0.005056215334779208,0.92
Day 17,0.004599615277971845,0.84
Day 18,0.004358860272542739,0.92
Day 19,0.00445373750500604,0.88
