Day,MSE_mu,Accuracy
Day 0,0.02993793150762799,0.62
Day 1,0.019697685355982666,0.72
Day 2,0.010880678070729309,0.76
Day 3,0.014771007410210537,0.76
Day 4,0.009205154505865941,0.86
Day 5,0.011396820002031276,0.7
Day 6,0.010365895939791968,0.84
Day 7,0.008739071549046058,0.74
Day 8,0.009841712403305456,0.66
Day 9,0.009275469014469916,0.8
Day 10,0.007625002397468701,0.92
Day 11,0.008641013272395512,0.88
Day 12,0.007111164816280752,0.68
Day 13,0.005561280386490229,0.8
Day 14,0.008196249684447043,0.86
Day 15,0.008025790978789027,0.8
Day 16,0.00588962963102906,0.8
Day 17,0.005428253273503462,0.92
Day 18,0.00527863846842266,0.92
Day 19,0.0063569577644759945,0.76
