Day,MSE_mu,Accuracy
Day 0,0.031272801718980066,0.66
Day 1,0.042057453875994875,0.54
Day 2,0.023290799386691156,0.86
Day 3,0.024375138637958156,0.52
Day 4,0.015344854726156364,0.78
Day 5,0.020387994979089635,0.66
Day 6,0.020285181643477722,0.62
Day 7,0.014336786556255997,0.72
Day 8,0.013589485978336811,0.6
Day 9,0.016167000860662858,0.66
Day 10,0.011760046994161435,0.74
Day 11,0.013111882633013532,0.76
Day 12,0.01318263981694847,0.74
Day 13,0.01151720893649423,0.8
Day 14,0.010933142232865876,0.68
Day 15,0.011908406608842731,0.76
Day 16,0.012247981396945228,0.68
Day 17,0.010833929259450275,0.74
Day 18,0.010767432130927445,0.84
Day 19,0.013745634091856028,0.76
