Day,MSE_mu,Accuracy
Day 0,0.04968735354012498,0.64
Day 1,0.02057579965846769,0.76
Day 2,0.018647031061462937,0.7
Day 3,0.010393475830121885,0.82
Day 4,0.02649722555575088,0.44
Day 5,0.018685993941798488,0.64
Day 6,0.013618542324693108,0.84
Day 7,0.010410419963350076,0.72
Day 8,0.017410452663943636,0.76
Day 9,0.01609335402400559,0.82
Day 10,0.014701159357307704,0.68
Day 11,0.009367609606571976,0.84
Day 12,0.011508500719053003,0.86
Day 13,0.00883524965915028,0.84
Day 14,0.008758753805943894,0.88
Day 15,0.012843140128750681,0.84
Day 16,0.00690246962422269,0.88
Day 17,0.0047381679655602,0.84
Day 18,0.006922152045334622,0.92
Day 19,0.007084951701132478,0.84
