Day,MSE_mu,Accuracy
Day 0,0.02793293190289514,0.72
Day 1,0.017318518815149765,0.86
Day 2,0.008570716190753844,0.84
Day 3,0.00860058247655761,0.8
Day 4,0.008911642095040577,0.76
Day 5,0.010871501169426707,0.82
Day 6,0.011030599279201995,0.82
Day 7,0.009567866802753181,0.82
Day 8,0.006643587207841235,0.84
Day 9,0.0070327533853998606,0.76
Day 10,0.010313220543754165,0.9
Day 11,0.00725952258312909,0.76
Day 12,0.009428837025505598,0.72
Day 13,0.008693717278428076,0.8
Day 14,0.008782398689892468,0.78
Day 15,0.005607525660215879,0.86
Day 16,0.005933907897814398,0.86
Day 17,0.006097942708356753,0.86
Day 18,0.004024874184065717,0.92
Day 19,0.005849460378244447,0.8
