Day,MSE_mu,Accuracy
Day 0,0.019511921074231015,0.9
Day 1,0.01532331021399333,0.74
Day 2,0.012790780283678525,0.78
Day 3,0.013239288348016062,0.74
Day 4,0.013823346912651649,0.8
Day 5,0.008553996097773804,0.88
Day 6,0.011011376500518541,0.7
Day 7,0.01104083754790838,0.78
Day 8,0.011762429836695225,0.8
Day 9,0.008083689094351178,0.74
Day 10,0.00874529460137055,0.88
Day 11,0.009060503625871963,0.88
Day 12,0.00460268315443993,0.84
Day 13,0.008136829825301908,0.94
Day 14,0.005483420894891127,0.92
Day 15,0.007655893849124607,0.88
Day 16,0.006072989707836124,0.8
Day 17,0.004826625861918922,0.94
Day 18,0.005367170722416944,0.78
Day 19,0.0035934701230556625,0.86
